1.201377 -0.10449146
1.200005 -0.10412423
1.198552 -0.10357343
1.197015 -0.10288366
1.195391 -0.10210326
1.193672 -0.10127563
1.191853 -0.10043397
1.189931 -0.09958692
1.187902 -0.09869706
1.18576 -0.09765287
1.183502 -0.09663187
1.181118 -0.09554794
1.178599 -0.09442696
1.175942 -0.09327067
1.173139 -0.0920815
1.170188 -0.09086282
1.167083 -0.08961461
1.163823 -0.0883341
1.160407 -0.08701707
1.156837 -0.08565649
1.153108 -0.08425508
1.149218 -0.08281972
1.145165 -0.08135641
1.140949 -0.07986824
1.136571 -0.07836022
1.13203 -0.07683893
1.127329 -0.07530703
1.122472 -0.07377104
1.117461 -0.07224013
1.112302 -0.07071897
1.107006 -0.06919784
1.101581 -0.06767943
1.096036 -0.0661692
1.090373 -0.0646954
1.084606 -0.06324992
1.078751 -0.06182489
1.072817 -0.06043121
1.066818 -0.059069
1.060768 -0.05774131
1.05468 -0.05645484
1.04857 -0.05520915
1.042451 -0.05400151
1.036339 -0.05283422
1.030249 -0.0517062
1.024195 -0.05061829
1.018189 -0.04957632
1.012246 -0.04857758
1.00638 -0.04761284
1.000602 -0.04668478
0.9949224 -0.04580386
0.9893524 -0.04496024
0.9839028 -0.0441462
0.9785806 -0.04337114
0.973394 -0.04262812
0.9683507 -0.04190934
0.9634548 -0.04122308
0.9587097 -0.0405752
0.9541203 -0.03995382
0.9496898 -0.03935493
0.9454197 -0.03877946
0.9413103 -0.03822876
0.9373615 -0.03770579
0.9335729 -0.03720633
0.9299433 -0.03672844
0.9264711 -0.03627146
0.9231533 -0.03583385
0.9199876 -0.03541497
0.9169703 -0.03501356
0.9140974 -0.0346295
0.9113646 -0.03426862
0.9087672 -0.03393435
0.9063005 -0.03362531
0.9039614 -0.03333328
0.9017451 -0.03305547
0.8996468 -0.03279181
0.897665 -0.03251913
0.8957958 -0.03223249
0.8940682 -0.03177748
0.8925225 -0.03110314
0.891282 -0.03010683
0.8906041 -0.02876904
0.8902844 -0.02730376
0.8903949 -0.02585036
0.8908502 -0.02450708
0.8915126 -0.02329366
0.8923297 -0.02222004
0.8932256 -0.02125229
0.894196 -0.0204013
0.8952017 -0.019634
0.8962501 -0.01896937
0.8973106 -0.01836688
0.8983854 -0.01783318
0.8994707 -0.01736473
0.9005522 -0.01692918
0.9016337 -0.01653459
0.9027164 -0.01618365
0.9037935 -0.01585358
0.9048671 -0.01554754
0.90594 -0.01527259
0.9070119 -0.01502458
0.9080803 -0.01479005
0.9091473 -0.01457239
0.9102147 -0.0143752
0.9112831 -0.01419921
0.9123518 -0.01403156
0.9134216 -0.01387195
0.9144941 -0.0137223
0.9155707 -0.01358499
0.9166524 -0.01345805
0.9177393 -0.01333448
0.9188329 -0.01321534
0.9199347 -0.01310222
0.9210461 -0.01299678
0.9221684 -0.01289929
0.9233027 -0.01280527
0.9244504 -0.01271473
0.925613 -0.01262833
0.9267921 -0.01254679
0.9279898 -0.01247101
0.9292077 -0.01240209
0.9304473 -0.0123384
0.9317109 -0.01227742
0.9330001 -0.01221638
0.9343174 -0.01215217
0.9356653 -0.01209364
0.9370469 -0.0120499
0.9384651 -0.01201819
0.9399223 -0.01199524
0.941422 -0.0119773
0.942922 -0.01197023
0.9444962 -0.01197354
0.9461465 -0.01198932
0.9478747 -0.01201882
0.9496821 -0.01206336
0.9515703 -0.01212432
0.9535403 -0.012203
0.9555926 -0.01230258
0.9577278 -0.01242437
0.9599464 -0.01256825
0.9622474 -0.01273808
0.9646307 -0.01293423
0.9670951 -0.01315733
0.9696388 -0.01341036
0.9722603 -0.01369247
0.9749569 -0.01400555
0.977726 -0.01435061
0.9805638 -0.01472781
0.9834661 -0.01514133
0.986429 -0.01558951
0.9894473 -0.01607432
0.9925151 -0.01659844
0.9956273 -0.01715944
0.9987777 -0.01775662
1.00196 -0.01839155
1.005167 -0.01906019
1.008393 -0.01976067
1.011631 -0.02049125
1.014874 -0.0212508
1.018115 -0.02203457
1.021346 -0.02283955
1.024562 -0.02366423
1.027756 -0.02450411
1.030922 -0.02535534
1.034052 -0.0262168
1.037141 -0.0270855
1.040183 -0.02795874
1.043172 -0.0288362
1.046104 -0.02971309
1.048973 -0.03059007
1.051933 -0.03151149
1.055019 -0.03249328
1.058231 -0.03353614
1.061565 -0.03464171
1.065018 -0.03581237
1.068585 -0.03704981
1.07226 -0.03835405
1.076037 -0.03972535
1.079908 -0.04116346
1.083864 -0.04266746
1.087895 -0.04423675
1.091991 -0.04586745
1.096142 -0.04755541
1.100336 -0.0492965
1.104562 -0.05108556
1.108806 -0.05291594
1.113056 -0.05478521
1.117298 -0.05668655
1.12152 -0.05861708
1.125708 -0.06056881
1.12985 -0.06253494
1.133936 -0.06450614
1.137956 -0.06647421
1.141898 -0.06843361
1.145753 -0.07038102
1.149509 -0.07231436
1.153157 -0.07423051
1.15669 -0.0761242
1.160104 -0.07798935
1.163394 -0.0798198
1.166559 -0.08160966
1.169594 -0.08335592
1.1725 -0.0850547
1.175275 -0.08670317
1.177919 -0.08830037
1.18043 -0.08984788
1.182809 -0.09134812
1.185054 -0.09280302
1.187172 -0.09421207
1.189174 -0.0955404
1.191071 -0.09682462
1.192872 -0.09802077
1.19458 -0.09912058
1.196197 -0.10013965
1.197722 -0.10110495
1.199157 -0.10205002
1.200505 -0.10300791
1.201771 -0.10400854
1.201377 -0.10449146
