alpha    6 degrees
x_f/c      Cp
.2860	.48
.2526	.54
.2193	.58
.1860	.60
.1526	.61
.1193	.63
.0860	.64
.0526	.67
.0263	.72
.0132	.75
.0070	.78
.0026	.99
.0132	-.28
.0219	-.30
.0351	-.47
.0526	-.71
.0860	-.88
.1193	-.85
.1526	-.76
.1860	-.64
.2193	-.48
.2526	-.33
.2860	-.13
.3193	.18
