alpha 6 degrees
x/c     Cp
.6400	.39
.5600	.34
.5200	.32
.4800	.31
.4400	.32
.3400	.39
.2400	.49
.1800	.58
.1200	.71
.0800	.83
.0600	.91
.0500	.94
.0400	.98
.0300	.99
.0200	.94
.0200	-7.01
.0300	-6.50
.0400	-5.15
.0500	-4.52
.0600	-4.07
.0800	-3.32
.1200	-2.60
.1800	-2.12
.2400	-1.85
.3400	-1.62
.4400	-1.46
.5200	-1.38
.5600	-1.34
.6000	-1.30
.6400	-1.23
.6700	-1.19
.7100	-1.10
.7600	-.98
.8000	-.87
.8400	-.78
.8800	-.70
.9286	-.61
.9100	.18
.8700	.58
.8400	.64
.8000	.62
.7600	.54
.7100	.45
