alpha 13 degrees
x_f/c      Cp
.2860	.50
.2526	.57
.2193	.62
.1860	.64
.1526	.66
.1193	.68
.0860	.70
.0526	.73
.0263	.78
.0132	.82
.0070	.85
.0026	.98
.0132	-.28
.0219	-.30
.0351	-.47
.0526	-.70
.0860	-.78
.1193	-.69
.1526	-.58
.1860	-.44
.2193	-.34
.2526	-.23
.2860	-.09
.3193	-.17
